symbol,market_type,trigger_date,entry_date,entry_price,target_ath,exit_date,exit_price,reason,ret_pct,exit_value,hold_days
CIEINDIA,Small Cap,2012-11-29,2012-11-30,50.150001525878906,336.6499938964844,2015-11-30,250.5,TIME_STOP,399.50148031547815,499501.4803154781,1095
JPPOWER,Small Cap,2012-11-29,2012-11-30,40.0,141.35000610351562,2015-11-30,6.849999904632568,TIME_STOP,-82.87500023841858,17124.99976158142,1095
KPRMILL,Mid Cap,2012-11-29,2012-11-30,14.091872215270996,25.828868865966797,2014-06-20,25.828868865966797,ATH_TARGET,83.28912206553167,183289.12206553167,567
MAHABANK,Mid Cap,2012-11-29,2012-11-30,55.400001525878906,94.25,2015-11-30,32.650001525878906,TIME_STOP,-41.06498081840816,58935.019181591844,1095
AUROPHARMA,Mid Cap,2013-02-28,2013-03-01,80.7750015258789,135.96499633789062,2013-11-11,135.96499633789062,ATH_TARGET,68.32558807730855,168325.58807730855,255
ADANIPORTS,Large Cap,2013-03-01,2013-03-04,140.8000030517578,261.489990234375,2014-06-09,261.489990234375,ATH_TARGET,85.71731858432685,185717.31858432686,462
ANANTRAJ,Small Cap,2013-03-01,2013-03-04,34.46868896484375,210.88214111328125,2016-03-03,17.45889663696289,TIME_STOP,-49.34853294022861,50651.4670597714,1095
IIFL,Small Cap,2013-03-01,2013-03-04,29.701581954956055,190.50506591796875,2016-03-03,87.31261444091797,TIME_STOP,193.96620884817497,293966.20884817495,1095
JSWENERGY,Mid Cap,2013-03-01,2013-03-04,54.29999923706055,135.25,2016-03-03,66.05000305175781,TIME_STOP,21.63904968653796,121639.04968653797,1095
PFC,Large Cap,2013-03-01,2013-03-04,76.26000213623047,152.24000549316406,2016-03-03,65.0199966430664,TIME_STOP,-14.73905740664021,85260.94259335978,1095
RPOWER,Small Cap,2013-03-01,2013-03-04,72.5999984741211,281.6875,2016-03-03,47.099998474121094,TIME_STOP,-35.12396768037082,64876.03231962918,1095
GAIL,Large Cap,2013-03-18,2013-03-19,59.04375076293945,99.1500015258789,2014-10-31,99.1500015258789,ATH_TARGET,67.92632623216295,167926.32623216294,591
MUTHOOTFIN,Large Cap,2013-04-15,2013-04-16,124.25,230.6999969482422,2015-01-21,230.6999969482422,ATH_TARGET,85.67404180945046,185674.04180945046,645
BEL,Large Cap,2013-05-30,2013-05-31,13.292929649353027,22.419191360473633,2014-07-01,22.419191360473633,ATH_TARGET,68.65500647229248,168655.00647229247,396
BEML,Small Cap,2013-05-30,2013-05-31,92.125,900.5,2016-05-30,442.25,TIME_STOP,380.0542740841248,480054.27408412483,1095
BRIGADE,Small Cap,2013-05-30,2013-05-31,35.95000076293945,199.875,2016-05-30,74.75,TIME_STOP,107.92767291693393,207927.67291693392,1095
GVT&D,Mid Cap,2013-05-30,2013-05-31,159.25,367.45001220703125,2014-09-09,367.45001220703125,ATH_TARGET,130.7378412603022,230737.8412603022,466
JMFINANCIL,Small Cap,2013-05-30,2013-05-31,25.950000762939453,182.42425537109375,2016-05-30,46.04999923706055,TIME_STOP,77.45663924151766,177456.63924151767,1095
MOTILALOFS,Mid Cap,2013-05-30,2013-05-31,22.25,107.48500061035156,2016-05-30,82.625,TIME_STOP,271.34831460674155,371348.3146067416,1095
NLCINDIA,Mid Cap,2013-05-30,2013-05-31,66.0,268.5,2016-05-30,69.1500015258789,TIME_STOP,4.772729584665014,104772.72958466501,1095
NTPC,Large Cap,2013-05-30,2013-05-31,130.4166717529297,237.2083282470703,2016-05-30,119.66666412353516,TIME_STOP,-8.242817030141737,91757.18296985827,1095
TRIDENT,Small Cap,2013-05-30,2013-05-31,0.9100000262260437,4.179999828338623,2015-08-03,4.179999828338623,ATH_TARGET,359.34062723865384,459340.6272386538,794
UPL,Mid Cap,2013-06-24,2013-06-25,86.06666564941406,144.76666259765625,2014-01-17,144.76666259765625,ATH_TARGET,68.20294071499424,168202.94071499424,206
YESBANK,Mid Cap,2013-07-31,2013-08-01,29.33333396911621,48.24444580078125,2014-05-16,48.24444580078125,ATH_TARGET,64.46969802878775,164469.69802878774,288
KARURVYSYA,Small Cap,2013-08-05,2013-08-06,55.621212005615234,92.49459075927734,2015-01-22,92.49459075927734,ATH_TARGET,66.29373475345982,166293.7347534598,534
OBEROIRLTY,Mid Cap,2013-08-05,2013-08-06,173.5,316.6499938964844,2015-02-24,316.6499938964844,ATH_TARGET,82.50720109307457,182507.20109307457,567
AXISBANK,Large Cap,2013-08-26,2013-08-27,183.99000549316406,317.75,2014-05-09,317.75,ATH_TARGET,72.69959808322612,172699.59808322613,255
SHRIRAMFIN,Large Cap,2013-08-27,2013-08-28,98.4000015258789,178.6699981689453,2014-05-16,178.6699981689453,ATH_TARGET,81.57519857553623,181575.19857553623,261
DCMSHRIRAM,Small Cap,2013-08-29,2013-08-30,54.79999923706055,139.64999389648438,2014-05-23,139.64999389648438,ATH_TARGET,154.8357588334433,254835.75883344328,266
ESCORTS,Mid Cap,2013-08-29,2013-08-30,80.30000305175781,255.3000030517578,2016-07-21,255.3000030517578,ATH_TARGET,217.93274389691217,317932.74389691214,1056
TATACOMM,Mid Cap,2013-08-29,2013-08-30,167.14999389648438,765.1500244140625,2016-08-29,526.9000244140625,TIME_STOP,215.2258711659724,315225.8711659724,1095
ZEEL,Small Cap,2013-08-29,2013-08-30,223.4000072479248,772.4999923706055,2016-08-29,530.0999755859375,TIME_STOP,137.2873582755274,237287.3582755274,1095
CHENNPETRO,Small Cap,2013-11-29,2013-12-02,65.1500015258789,455.6499938964844,2016-12-01,271.1000061035156,TIME_STOP,316.11665349820316,416116.6534982032,1095
HFCL,Small Cap,2013-11-29,2013-12-02,8.0,20.799999237060547,2014-09-12,20.799999237060547,ATH_TARGET,159.99999046325684,259999.99046325684,284
POWERGRID,Large Cap,2013-11-29,2013-12-02,51.806251525878906,90.9281234741211,2016-06-30,90.9281234741211,ATH_TARGET,75.51573564186465,175515.73564186465,941
RELIANCE,Large Cap,2013-11-29,2013-12-02,213.25,402.60626220703125,2016-12-01,249.4375,TIME_STOP,16.969519343493555,116969.51934349355,1095
WIPRO,Large Cap,2013-11-29,2013-12-02,88.875,180.7996826171875,2016-12-01,87.8062515258789,TIME_STOP,-1.2025299286875901,98797.47007131242,1095
DEEPAKFERT,Small Cap,2014-03-03,2014-03-04,116.5,199.0,2016-08-22,199.0,ATH_TARGET,70.81545064377683,170815.45064377683,902
GRAVITA,Small Cap,2014-03-03,2014-03-04,42.599998474121094,195.25,2017-03-03,46.29999923706055,TIME_STOP,8.685448111429285,108685.44811142929,1095
LINDEINDIA,Mid Cap,2014-03-03,2014-03-04,288.5,523.0499877929688,2017-03-03,376.8999938964844,TIME_STOP,30.64124571801885,130641.24571801885,1095
ADANIPOWER,Large Cap,2014-05-30,2014-06-02,12.15999984741211,28.670000076293945,2017-06-01,5.389999866485596,TIME_STOP,-55.67434264702976,44325.657352970244,1095
ASAHIINDIA,Small Cap,2014-05-30,2014-06-02,65.0,145.1999969482422,2015-02-03,145.1999969482422,ATH_TARGET,123.38461068960336,223384.61068960337,246
BLUESTARCO,Mid Cap,2014-05-30,2014-06-02,137.14999389648438,267.45001220703125,2016-08-04,267.45001220703125,ATH_TARGET,95.00548604390926,195005.48604390927,794
FSL,Small Cap,2014-05-30,2014-06-02,31.75,91.8499984741211,2017-06-01,33.349998474121094,TIME_STOP,5.039365272822338,105039.36527282234,1095
GMRAIRPORT,Mid Cap,2014-05-30,2014-06-02,34.0,131.5500030517578,2017-06-01,14.949999809265137,TIME_STOP,-56.02941232569078,43970.58767430922,1095
HEG,Small Cap,2014-05-30,2014-06-02,47.0099983215332,114.04000091552734,2017-06-01,54.40999984741211,TIME_STOP,15.741335439463944,115741.33543946393,1095
NMDC,Mid Cap,2014-05-30,2014-06-02,57.66666793823242,185.3000030517578,2017-06-01,37.650001525878906,TIME_STOP,-34.710981452567445,65289.01854743255,1095
OLECTRA,Small Cap,2014-05-30,2014-06-02,11.100000381469727,73.8499984741211,2017-03-28,73.8499984741211,ATH_TARGET,565.3152787040065,665315.2787040065,1030
TARIL,Small Cap,2014-05-30,2014-06-02,8.975000381469727,39.88574981689453,2017-06-01,18.572500228881836,TIME_STOP,106.93592690232782,206935.9269023278,1095
ADANIENT,Large Cap,2014-06-19,2014-06-20,79.4266128540039,132.811279296875,2015-05-18,132.811279296875,ATH_TARGET,67.21256833776712,167212.56833776712,332
ABREL,Small Cap,2014-09-01,2014-09-02,270.5555419921875,554.3778076171875,2017-08-08,554.3778076171875,ATH_TARGET,104.90351206082322,204903.5120608232,1071
NATIONALUM,Mid Cap,2014-12-01,2014-12-02,58.099998474121094,125.46063995361328,2017-12-01,81.0999984741211,TIME_STOP,39.58692014466172,139586.92014466174,1095
EIHOTEL,Small Cap,2015-03-02,2015-03-03,109.80000305175781,234.1999969482422,2018-03-01,169.75,TIME_STOP,54.599267105650995,154599.267105651,1094
NCC,Small Cap,2015-03-02,2015-03-03,93.5,366.8999938964844,2018-03-01,130.64999389648438,TIME_STOP,39.73261379303141,139732.61379303143,1094
SONATSOFTW,Small Cap,2015-03-02,2015-03-03,55.3125,102.64312744140625,2017-12-26,102.64312744140625,ATH_TARGET,85.56949593926552,185569.49593926553,1029
ELECON,Small Cap,2015-06-01,2015-06-02,33.20000076293945,166.85000610351562,2018-06-01,32.92499923706055,TIME_STOP,-0.8283178299980154,99171.68217000198,1095
JINDALSAW,Small Cap,2015-06-01,2015-06-02,30.450000762939453,119.3499984741211,2018-06-01,49.82500076293945,TIME_STOP,63.62889824154361,163628.89824154362,1095
PGEL,Small Cap,2015-06-01,2015-06-02,10.8100004196167,48.31999969482422,2018-06-01,23.139999389648438,TIME_STOP,114.06104062361297,214061.040623613,1095
SAREGAMA,Small Cap,2015-06-01,2015-06-02,19.389999389648438,225.0,2018-06-01,78.91999816894531,TIME_STOP,307.013928072002,407013.92807200196,1095
TORNTPOWER,Mid Cap,2015-08-31,2015-09-01,153.10000610351562,365.20001220703125,2018-08-31,263.6000061035156,TIME_STOP,72.17504611024479,172175.0461102448,1095
BHARTIARTL,Large Cap,2015-09-24,2015-09-28,332.1000061035156,562.8250122070312,2017-11-03,562.8250122070312,ATH_TARGET,69.47455641768299,169474.556417683,767
INDIANB,Mid Cap,2015-11-30,2015-12-01,133.10000610351562,310.3999938964844,2017-04-25,310.3999938964844,ATH_TARGET,133.20809892005383,233208.0989200538,511
NHPC,Mid Cap,2015-11-30,2015-12-01,19.350000381469727,36.75,2018-11-30,25.950000762939453,TIME_STOP,34.10852843078045,134108.52843078045,1095
ADANIPORTS,Large Cap,2016-01-15,2016-01-18,211.10000610351562,368.54998779296875,2017-06-06,368.54998779296875,ATH_TARGET,74.58549366987961,174585.49366987962,505
CAPLIPOINT,Small Cap,2016-01-18,2016-01-19,188.86000061035156,321.1700134277344,2016-10-20,321.1700134277344,ATH_TARGET,70.05719177686522,170057.19177686522,275
GESHIP,Small Cap,2016-01-18,2016-01-19,333.8500061035156,561.9500122070312,2019-01-18,306.0,TIME_STOP,-8.342071467532119,91657.92853246788,1095
PRESTIGE,Mid Cap,2016-01-18,2016-01-19,175.25,297.1499938964844,2017-10-09,297.1499938964844,ATH_TARGET,69.55777112495542,169557.7711249554,629
BSOFT,Small Cap,2016-02-04,2016-02-05,78.59998321533203,134.8499755859375,2018-02-08,134.8499755859375,ATH_TARGET,71.56489107192725,171564.89107192724,734
ABFRL,Small Cap,2016-02-12,2016-02-15,48.36666488647461,82.66666412353516,2019-02-14,70.78333282470703,TIME_STOP,46.34735099235896,146347.35099235896,1095
MANAPPURAM,Small Cap,2016-02-29,2016-03-01,30.399999618530273,90.82499694824219,2016-08-08,90.82499694824219,ATH_TARGET,198.7664410787688,298766.4410787688,160
RADICO,Mid Cap,2016-02-29,2016-03-01,94.0,216.85000610351562,2017-10-16,216.85000610351562,ATH_TARGET,130.69149585480386,230691.49585480386,594
ACE,Small Cap,2016-05-30,2016-05-31,40.70000076293945,123.45999908447266,2017-11-20,123.45999908447266,ATH_TARGET,203.3415154057999,303341.5154057999,538
INDIACEM,Small Cap,2016-05-30,2016-05-31,92.80000305175781,329.1499938964844,2019-05-31,105.5999984741211,TIME_STOP,13.793098061887221,113793.09806188721,1095
INOXWIND,Small Cap,2016-05-30,2016-05-31,56.875,119.875,2019-05-31,17.8125,TIME_STOP,-68.68131868131869,31318.68131868132,1095
ITI,Small Cap,2016-05-30,2016-05-31,26.200000762939453,87.0999984741211,2017-04-21,87.0999984741211,ATH_TARGET,232.44273258696307,332442.7325869631,325
WELSPUNLIV,Small Cap,2016-08-23,2016-08-24,59.5,117.5,2019-08-23,48.20000076293945,TIME_STOP,-18.99159535640428,81008.40464359571,1094
PFOCUS,Small Cap,2016-08-29,2016-08-30,65.69999694824219,144.44500732421875,2019-08-30,37.70000076293945,TIME_STOP,-42.61795659954271,57382.043400457296,1095
SUNPHARMA,Large Cap,2016-12-07,2016-12-08,664.0,1169.300048828125,2019-12-06,428.6000061035156,TIME_STOP,-35.4518063097115,64548.1936902885,1093
MANAPPURAM,Small Cap,2016-12-20,2016-12-21,60.70000076293945,104.55000305175781,2017-02-09,104.55000305175781,ATH_TARGET,72.24053004557966,172240.53004557965,50
TITAGARH,Small Cap,2017-02-15,2017-02-16,99.5,168.9199981689453,2017-11-21,168.9199981689453,ATH_TARGET,69.76884238084955,169768.84238084956,278
UNITDSPR,Large Cap,2017-03-01,2017-03-02,468.94000244140625,788.1699829101562,2018-01-05,788.1699829101562,ATH_TARGET,68.07480249216691,168074.8024921669,309
VEDL,Large Cap,2017-03-01,2017-03-02,95.64444732666016,174.45333862304688,2020-02-28,40.53333282470703,TIME_STOP,-57.6208196527383,42379.1803472617,1093
PERSISTENT,Mid Cap,2017-04-19,2017-04-20,280.5249938964844,469.9375,2020-04-17,245.97500610351562,TIME_STOP,-12.31618876916113,87683.81123083887,1093
GLENMARK,Mid Cap,2017-05-15,2017-05-16,725.0,1226.800048828125,2020-05-15,339.6499938964844,TIME_STOP,-53.151724979795254,46848.27502020474,1095
INTELLECT,Small Cap,2017-05-30,2017-05-31,123.0,290.8500061035156,2019-07-15,290.8500061035156,ATH_TARGET,136.46341959635416,236463.41959635416,775
OLECTRA,Small Cap,2017-06-05,2017-06-06,58.0,102.5,2017-08-11,102.5,ATH_TARGET,76.72413793103448,176724.1379310345,66
SOBHA,Small Cap,2017-08-29,2017-08-30,379.8999938964844,1102.1500244140625,2020-08-28,267.45001220703125,TIME_STOP,-29.599890364855764,70400.10963514424,1094
SAIL,Mid Cap,2018-03-01,2018-03-05,79.30000305175781,287.75,2021-03-04,76.4000015258789,TIME_STOP,-3.657000522416276,96342.99947758373,1095
CGCL,Small Cap,2018-03-07,2018-03-08,22.024999618530273,36.91427230834961,2019-03-13,36.91427230834961,ATH_TARGET,67.60169329261898,167601.693292619,370
DEEPAKFERT,Small Cap,2018-03-28,2018-04-02,288.0,481.54998779296875,2021-04-01,234.5500030517578,TIME_STOP,-18.55902671813965,81440.97328186035,1095
AJANTPHARM,Mid Cap,2018-05-04,2018-05-07,800.6666870117188,1395.36669921875,2021-05-06,1334.066650390625,TIME_STOP,66.61947749689494,166619.47749689495,1095
ADANIENSOL,Large Cap,2018-05-16,2018-05-17,130.8000030517578,235.8000030517578,2018-08-28,235.8000030517578,ATH_TARGET,80.27522748485816,180275.22748485816,103
GVT&D,Mid Cap,2018-05-21,2018-05-22,364.3500061035156,606.1500244140625,2021-05-21,120.75,TIME_STOP,-66.85879018053491,33141.2098194651,1095
CANFINHOME,Small Cap,2018-05-30,2018-05-31,393.0,651.9400024414062,2021-05-28,531.0499877929688,TIME_STOP,35.127223356989504,135127.2233569895,1093
IFCI,Small Cap,2018-05-30,2018-05-31,18.200000762939453,113.75,2021-05-28,11.800000190734863,TIME_STOP,-35.16483683471525,64835.16316528475,1093
ONGC,Large Cap,2018-05-30,2018-05-31,177.6999969482422,310.4333190917969,2021-05-28,112.3499984741211,TIME_STOP,-36.77546403850263,63224.53596149736,1093
GPIL,Small Cap,2018-06-05,2018-06-06,16.827499389648438,29.90250015258789,2021-02-25,29.90250015258789,ATH_TARGET,77.70020048839008,177700.20048839008,995
HSCL,Small Cap,2018-06-05,2018-06-06,109.55000305175781,192.8000030517578,2021-06-04,51.150001525878906,TIME_STOP,-53.30899123598138,46691.00876401862,1094
JBMA,Small Cap,2018-06-05,2018-06-06,72.5999984741211,122.56999969482422,2021-06-04,86.01000213623047,TIME_STOP,18.471079812611137,118471.07981261113,1094
NAVA,Small Cap,2018-06-05,2018-06-06,66.5,112.4000015258789,2021-06-04,45.67499923706055,TIME_STOP,-31.315790620961582,68684.20937903841,1094
LICHSGFIN,Mid Cap,2018-06-29,2018-07-02,469.0,781.2000122070312,2021-07-01,470.25,TIME_STOP,0.26652452025586193,100266.52452025586,1095
HUDCO,Mid Cap,2018-08-29,2018-08-30,55.25,97.69999694824219,2021-08-27,42.150001525878906,TIME_STOP,-23.71040447804723,76289.59552195277,1093
TATAPOWER,Large Cap,2018-08-29,2018-08-30,77.0,162.9149932861328,2021-08-27,127.25,TIME_STOP,65.25974025974025,165259.74025974027,1093
BANKBARODA,Large Cap,2018-09-12,2018-09-14,135.75,225.5800018310547,2021-09-13,78.25,TIME_STOP,-42.3572744014733,57642.725598526704,1095
GABRIEL,Small Cap,2018-09-24,2018-09-25,128.0,214.35000610351562,2021-09-24,148.1999969482422,TIME_STOP,15.781247615814209,115781.24761581421,1095
SUNTV,Small Cap,2018-09-24,2018-09-25,631.25,1079.1500244140625,2021-09-24,510.95001220703125,TIME_STOP,-19.05742380878713,80942.57619121287,1095
PNBHOUSING,Small Cap,2018-09-26,2018-09-27,982.0499877929688,1687.5999755859375,2021-09-24,656.0999755859375,TIME_STOP,-33.190776056070426,66809.22394392957,1093
LTF,Mid Cap,2018-09-27,2018-09-28,126.0,211.5,2021-09-27,87.05000305175781,TIME_STOP,-30.912695990668404,69087.3040093316,1095
BBTC,Small Cap,2018-10-05,2018-10-08,1182.0,1996.699951171875,2021-10-07,1157.449951171875,TIME_STOP,-2.0769922866433976,97923.0077133566,1095
BPCL,Large Cap,2018-10-05,2018-10-08,136.5,271.42498779296875,2019-10-04,271.42498779296875,ATH_TARGET,98.84614490327381,198846.14490327382,361
ESCORTS,Mid Cap,2018-10-05,2018-10-08,585.9000244140625,1004.2999877929688,2020-06-17,1004.2999877929688,ATH_TARGET,71.4114944434988,171411.49444349878,618
CAPLIPOINT,Small Cap,2018-11-29,2018-11-30,403.45001220703125,758.5499877929688,2021-07-23,758.5499877929688,ATH_TARGET,88.01585446568711,188015.8544656871,966
CDSL,Small Cap,2018-11-29,2018-11-30,118.9749984741211,222.14999389648438,2020-09-02,222.14999389648438,ATH_TARGET,86.71989640311317,186719.89640311318,642
GRANULES,Small Cap,2018-11-29,2018-11-30,89.9000015258789,162.4499969482422,2020-02-06,162.4499969482422,ATH_TARGET,80.70077218127611,180700.77218127612,433
TRIDENT,Small Cap,2018-11-29,2018-11-30,6.420000076293945,10.6850004196167,2021-01-01,10.6850004196167,ATH_TARGET,66.43302636508375,166433.02636508376,763
OIL,Mid Cap,2018-11-30,2018-12-03,124.16666412353516,220.39999389648438,2021-12-02,145.8333282470703,TIME_STOP,17.449662738767536,117449.66273876754,1095
GRAPHITE,Small Cap,2019-01-24,2019-01-25,629.5999755859375,1106.949951171875,2022-01-24,485.70001220703125,TIME_STOP,-22.855776518254423,77144.22348174558,1095
HEG,Small Cap,2019-01-25,2019-01-28,540.0,949.2999877929688,2022-01-27,311.8699951171875,TIME_STOP,-42.246297200520836,57753.702799479164,1095
TATAELXSI,Mid Cap,2019-01-28,2019-01-29,878.9000244140625,1465.449951171875,2020-10-12,1465.449951171875,ATH_TARGET,66.73681994136346,166736.81994136347,622
COCHINSHIP,Mid Cap,2019-02-13,2019-02-14,172.8000030517578,289.8500061035156,2022-02-11,164.5,TIME_STOP,-4.803242421975973,95196.75757802403,1093
ZENSARTECH,Small Cap,2019-02-27,2019-02-28,201.89999389648438,336.05999755859375,2021-03-16,336.05999755859375,ATH_TARGET,66.44874082110879,166448.7408211088,747
CRISIL,Mid Cap,2019-03-01,2019-03-05,1485.0,2457.60009765625,2021-06-09,2457.60009765625,ATH_TARGET,65.49495607112794,165494.95607112793,827
MCX,Mid Cap,2019-03-01,2019-03-05,135.38999938964844,319.3599853515625,2020-07-27,319.3599853515625,ATH_TARGET,135.88151768318858,235881.51768318858,510
CASTROLIND,Small Cap,2019-03-05,2019-03-06,159.25,267.32501220703125,2022-03-04,108.3499984741211,TIME_STOP,-31.962324349060534,68037.67565093946,1094
LINDEINDIA,Mid Cap,2019-04-04,2019-04-05,470.04998779296875,791.1500244140625,2020-01-29,791.1500244140625,ATH_TARGET,68.31189127963997,168311.89127963997,299
JUBLPHARMA,Small Cap,2019-05-13,2019-05-14,600.0499877929688,1007.4000244140625,2021-01-14,1007.4000244140625,ATH_TARGET,67.8860169832449,167886.01698324492,611
HFCL,Small Cap,2019-05-14,2019-05-15,21.450000762939453,35.95000076293945,2021-05-10,35.95000076293945,ATH_TARGET,67.5990651946856,167599.0651946856,726
BHARATFORG,Mid Cap,2019-05-30,2019-05-31,473.0,789.8499755859375,2021-06-07,789.8499755859375,ATH_TARGET,66.9873098490354,166987.3098490354,738
BHEL,Mid Cap,2019-05-30,2019-05-31,71.8499984741211,382.6933288574219,2022-05-30,51.599998474121094,TIME_STOP,-28.18371667369435,71816.28332630565,1095
COALINDIA,Large Cap,2019-05-30,2019-05-31,261.0,443.3999938964844,2022-05-30,187.1999969482422,TIME_STOP,-28.275863238221387,71724.13676177862,1095
J&KBANK,Small Cap,2019-05-30,2019-05-31,60.0,188.90499877929688,2022-05-30,30.149999618530273,TIME_STOP,-49.750000635782875,50249.999364217125,1095
KIRLOSENG,Small Cap,2019-05-30,2019-05-31,195.0,416.29998779296875,2022-05-30,154.25,TIME_STOP,-20.8974358974359,79102.56410256411,1095
ZENTEC,Small Cap,2019-05-30,2019-05-31,74.6500015258789,153.60000610351562,2021-09-03,153.60000610351562,ATH_TARGET,105.76021830390334,205760.21830390336,826
FINCABLES,Small Cap,2019-06-13,2019-06-14,445.04998779296875,743.7000122070312,2022-06-13,368.04998779296875,TIME_STOP,-17.30142728052817,82698.57271947182,1095
APLAPOLLO,Mid Cap,2019-06-19,2019-06-20,151.7949981689453,252.8800048828125,2020-09-14,252.8800048828125,ATH_TARGET,66.59310776588386,166593.10776588388,452
MFSL,Mid Cap,2019-07-01,2019-07-02,405.29998779296875,676.7000122070312,2020-12-21,676.7000122070312,ATH_TARGET,66.9627516872012,166962.7516872012,538
